20.43,24.49,31.96
20.64,24.89,32.54
20.3,24.77,32.59
20.21,25.02,32.96
19.86,24.47,32.37
20,24.58,32.53
19.74,24.73,32.92
19.86,25.06,33.12
20.16,25.39,33.6
20.61,25.5,33.74
20.66,25.62,33.76
20.89,25.57,33.55
20.88,25.31,33.39
20.92,25.45,33.2
21.8,26.04,34.34
21.87,26.19,34.7
21.96,26.4,35.16
21.85,26.31,34.97
22.13,26.45,35.29
22.37,26.37,35.21
21.57,25.89,34.39
21.93,26.16,34.83
22.23,26.24,34.75
21.72,25.84,34.28
22.07,25.87,34.78
21.36,25.26,33.84
20.58,24.72,32.98
20.12,24.2,32.24
20.46,24.27,32.5
20.06,24.19,32.09
19.96,24.07,31.96
19.76,23.81,31.61
19.18,23.56,30.9
19.69,24.02,32.18
19.84,24.32,32.51
19.57,24.21,32.11
18.55,23.45,30.69
18.67,23.63,30.97
18.54,23.37,30.48
19.14,23.85,31.29
19.01,24.04,31.12
19.74,24.61,31.85
19.36,24.62,31.81
20.22,25.2,32.76
20.46,25.23,32.61
20.63,25.54,32.98
20.46,25.56,33.06
20.76,25.4,32.47
20.3,24.74,31.77
20.42,24.84,31.96
19.9,24.95,32.05
20.22,25.03,32.3
20.85,25.56,32.73
20.97,25.95,33.12
21.23,26.15,33.28
21.1,26.07,32.92
21.69,26.48,33.68
21.56,26.54,33.52
21.8,26.48,33.52
21.88,26.53,33.69
21.81,26.63,33.69
21.8,26.81,33.79
21.55,26.77,33.25
21.97,27.17,33.84
22.24,27.31,34.18
22.06,27.04,33.58
21.83,26.85,33.1
21.99,26.79,33.09
22.33,27.04,33.31
21.84,26.59,32.9
21.9,26.64,32.28
21.91,26.6,32.31
22.3,26.94,33.04
22.34,27.03,33.13
22.09,27.03,33.34
22.55,27.54,34.14
22.7,27.75,34.84
22.86,27.73,34.82
22.68,27.49,34.58
22.67,27.58,34.81
22.87,27.74,35.09
22.79,27.69,35.08
22.74,27.6,34.92
23.2,27.9,35.32
23.15,27.86,35.27
22.56,27.19,34.51
22.4,27.23,34.44
22.75,27.76,35.2
22.63,27.69,35.13
22.46,27.77,35.26
22.37,27.89,36.07
22.32,27.97,35.99
21.43,27.16,34.9
21.83,27.23,35.33
22.04,27.74,35.54
21.52,27.35,35.15
21.81,27.58,35.41
20.57,26.75,34.44
20.38,26.26,33.73
18.89,25.51,32.55
18.92,25.48,32.07
20.51,26.63,33.63
20,26.79,33.64
20.16,27.28,34.19
20.03,26.98,33.82
19.29,26.48,33.19
19.08,26.16,32.75
18.52,25.93,32.45
17.81,25.61,31.91
16.55,24.32,30.4
17.37,24.8,31.01
17.33,24.5,30.36
17.18,24.55,30.62
17.02,24.59,30.57
18.32,25.51,32.01
18.19,25.29,31.49
17.56,24.98,30.21
18.14,25.84,31.68
18.2,25.79,31.87
17.16,24.82,30.65
16.73,24.6,30.37
17.51,25.03,30.93
17.56,24.91,30.66
18.6,25.71,32.13
18.71,25.71,32.37
18.86,25.78,32.2
19.31,26.5,33.13
19.17,26.55,33.14
19.12,26.55,33.13
19.31,26.74,33.43
19.54,26.63,33.21
19.14,26.2,32.27
19.03,25.77,32.13
18.61,25.32,31.4
18.73,25.55,31.78
18.45,25.37,31.31
17.49,24.15,30.13
17.27,23.99,29.91
17.28,23.73,29.66
17.27,23.73,29.55
17.57,23.94,29.77
18.17,24.56,30.87
18.64,24.77,31.2
18.79,25.33,31.53
18.65,25.26,31.36
18.91,25.56,31.83
19.02,25.43,31.66
19,25.59,31.65
18.33,24.8,30.66
18.39,24.7,30.84
19.08,25.18,31.59
18.61,24.77,31.18
19.25,25.35,31.96
19.6,25.51,32.11
19.9,25.7,32.4
19.82,25.56,32.02
19.67,25.46,31.87
19.85,25.64,31.91
19.84,25.78,31.97
20.55,26.26,32.99
20.31,26.11,32.91
20.54,26.35,33.19
20.37,26.21,33.22
20.36,26,32.95
20.57,26.1,33.05
20.18,25.95,32.83
19.18,25.02,31.67
19.13,24.92,31.62
19.29,24.89,31.44
19.52,24.85,31.52
19.9,25.58,32.16
19.75,25.8,32.03
19.33,25.43,31.48
19.39,25.21,31.13
19.19,25.06,31
18.7,24.55,30.44
18.65,24.69,30.45
18.74,24.76,30.34
19.46,25.44,31.22
19.31,25.33,30.84
19.35,25.22,30.77
20.52,25.76,31.79
20.54,25.98,32.13
20.71,26.35,32.48
20.51,26.13,32.05
20.72,26.24,32.25
21.04,26.31,32.22
20.99,26.36,32.54
21.52,26.73,32.87
21.71,26.81,32.86
21.7,26.72,32.77
21.49,26.79,32.72
21.41,26.66,32.58
21.93,26.9,33.06
21.83,26.83,33.02
21.85,26.61,32.88
21.62,26.42,32.61
22.24,26.92,33.33
22.27,26.78,33.18
22.67,26.93,33.52
22.42,27.01,33.81
22.03,27.15,33.81
22.28,27.45,34.29
22.07,27.27,33.8
22.61,27.84,34.72
22.82,28.02,35.03
22.76,27.67,34.68
23.15,28.03,35.22
23.02,28.12,35.28
22.8,28.13,35.25
22.97,28.52,35.82
23.18,28.39,35.68
23.13,28.2,35.63
23.05,28.13,35.8
22.2,27.53,34.69
22.76,27.93,35.13
22.49,27.76,34.92
22.63,27.71,35.14
23.17,28,35.38
22.95,27.93,35.4
22.5,27.59,35.14
22.75,27.72,35.21
22.76,28.04,35.37
22.93,28.15,35.51
23.47,28.34,35.95
23.68,28.4,35.95
24.53,29.05,37.29
24.56,29.13,37.45
24.31,29.27,37.76
23.75,28.97,37.47
23.86,29.18,38.01
23.57,29.08,38.36
23.08,28.51,37.65
23.1,28.49,37.41
22.61,27.77,36.54
22.61,27.84,36.68
23.11,28.36,37.48
22.91,28.67,37.86
22.88,28.67,37.84
22,28.17,37.12
22.61,28.74,37.77
21.94,28.5,37.26
22.21,28.56,37.47
21.81,28.45,37.4
22.46,29.16,38.5
23.03,29.56,39.2
23.34,29.62,39.56
23.19,29.68,39.84
23.23,29.53,39.59
23.07,29.33,39.2
23.3,29.39,39.37
23.49,29.62,39.58
23.79,29.77,39.96
23.91,29.75,39.83
23.43,29.69,39.47
23.7,29.58,39.59
23.58,29.5,39.62
23.58,29.35,39.93
